Trade_No,Trade_Type,Date,TradeEntryTime,TradeEntryPrice,TradeExitTime,TradeExitPrice,NetTradePoints
1,Long,2019-01-02,3:16 PM,10904.2,9:18 AM,10858.85,-45.350000000000364
2,Short,2019-01-03,3:16 PM,10780.65,9:18 AM,10773.1,7.549999999999272
3,Short,2019-01-04,3:16 PM,10670.35,9:18 AM,10705.15,-34.79999999999927
4,Long,2019-01-07,3:16 PM,10720.95,9:18 AM,10815.7,94.75
5,Long,2019-01-08,3:16 PM,10776.0,9:18 AM,10738.1,-37.899999999999636
6,Long,2019-01-09,3:16 PM,10806.6,9:18 AM,10867.3,60.69999999999891
7,Long,2019-01-10,3:16 PM,10864.1,9:18 AM,10837.7,-26.399999999999636
8,Long,2019-01-11,3:16 PM,10819.05,9:18 AM,10835.55,16.5
9,Long,2019-01-14,3:16 PM,10797.15,9:18 AM,10754.85,-42.29999999999927
10,Long,2019-01-15,3:16 PM,10736.2,9:18 AM,10782.5,46.29999999999927
11,Long,2019-01-16,3:16 PM,10886.9,9:18 AM,10902.9,16.0
12,Short,2019-01-17,3:16 PM,10889.15,9:18 AM,10924.6,-35.45000000000073
13,Short,2019-01-18,3:16 PM,10904.4,9:18 AM,10915.3,-10.899999999999636
14,Long,2019-01-21,3:16 PM,10900.35,9:18 AM,10899.7,-0.6499999999996362
15,Short,2019-01-22,3:16 PM,10962.45,9:18 AM,10927.85,34.600000000000364
16,Long,2019-01-23,3:16 PM,10924.55,9:18 AM,10927.55,3.0
17,Short,2019-01-24,3:16 PM,10816.4,9:18 AM,10843.0,-26.600000000000364
18,Long,2019-01-25,3:16 PM,10859.4,9:18 AM,10907.8,48.399999999999636
19,Short,2019-01-28,3:16 PM,10783.75,9:18 AM,10759.5,24.25
20,Short,2019-01-29,3:16 PM,10653.45,9:18 AM,10627.9,25.55000000000109
21,Long,2019-01-30,3:16 PM,10641.9,9:18 AM,10692.5,50.600000000000364
22,Long,2019-01-31,3:16 PM,10648.65,9:18 AM,10699.0,50.350000000000364
23,Long,2019-02-01,3:16 PM,10829.3,9:18 AM,10861.05,31.75
24,Long,2019-02-04,3:16 PM,10894.95,9:18 AM,10849.05,-45.900000000001455
25,Short,2019-02-05,3:16 PM,10909.25,9:18 AM,10921.15,-11.899999999999636
26,Short,2019-02-06,3:16 PM,10931.65,9:18 AM,10979.3,-47.649999999999636
27,Long,2019-02-07,3:16 PM,11059.4,9:18 AM,11079.85,20.450000000000728
28,Short,2019-02-08,3:16 PM,11070.8,9:18 AM,11027.25,43.54999999999927
29,Short,2019-02-11,3:16 PM,10934.45,9:18 AM,10892.35,42.100000000000364
30,Short,2019-02-12,3:16 PM,10881.75,9:18 AM,10898.4,-16.649999999999636
31,Short,2019-02-13,3:16 PM,10834.95,9:18 AM,10886.9,-51.94999999999891
32,Short,2019-02-14,3:16 PM,10781.35,9:18 AM,10769.35,12.0
33,Short,2019-02-15,3:16 PM,10742.2,9:18 AM,10727.75,14.450000000000728
34,Long,2019-02-18,3:16 PM,10737.4,9:18 AM,10714.25,-23.149999999999636
35,Short,2019-02-19,3:16 PM,10642.75,9:18 AM,10661.05,-18.299999999999272
36,Short,2019-02-20,3:16 PM,10592.1,9:18 AM,10662.05,-69.94999999999891
37,Long,2019-02-21,3:16 PM,10736.25,9:18 AM,10727.75,-8.5
38,Long,2019-02-22,3:16 PM,10786.9,9:18 AM,10776.1,-10.799999999999272
39,Short,2019-02-25,3:16 PM,10786.45,9:18 AM,10818.8,-32.349999999998545
40,Long,2019-02-26,3:16 PM,10884.25,9:18 AM,10830.65,-53.600000000000364
41,Short,2019-02-27,3:16 PM,10837.65,9:18 AM,10890.2,-52.55000000000109
42,Long,2019-02-28,3:16 PM,10807.35,9:18 AM,10847.6,40.25
43,Short,2019-03-01,3:16 PM,10791.7,9:18 AM,10848.45,-56.75
44,Short,2019-03-05,3:16 PM,10859.9,9:18 AM,10843.7,16.19999999999891
45,Long,2019-03-06,3:16 PM,10989.7,9:18 AM,11032.25,42.54999999999927
46,Long,2019-03-07,3:16 PM,11048.95,9:18 AM,11056.9,7.949999999998909
47,Short,2019-03-08,3:16 PM,11053.0,9:18 AM,11032.95,20.049999999999272
48,Long,2019-03-11,3:16 PM,11036.35,9:18 AM,11090.75,54.399999999999636
49,Long,2019-03-12,3:16 PM,11168.6,9:18 AM,11246.8,78.19999999999891
50,Short,2019-03-13,3:16 PM,11301.15,9:18 AM,11303.55,-2.399999999999636
51,Long,2019-03-14,3:16 PM,11337.7,9:18 AM,11375.05,37.349999999998545
52,Long,2019-03-15,3:16 PM,11343.8,9:18 AM,11391.2,47.400000000001455
53,Short,2019-03-18,3:16 PM,11409.85,9:18 AM,11508.5,-98.64999999999964
54,Long,2019-03-19,3:16 PM,11467.35,9:18 AM,11489.85,22.5
55,Long,2019-03-20,3:16 PM,11538.3,9:18 AM,11536.35,-1.9499999999989086
56,Short,2019-03-22,3:16 PM,11518.65,9:18 AM,11564.65,-46.0
57,Long,2019-03-25,3:16 PM,11461.45,9:18 AM,11356.05,-105.40000000000146
58,Long,2019-03-26,3:16 PM,11353.4,9:18 AM,11371.4,18.0
59,Long,2019-03-27,3:16 PM,11487.65,9:18 AM,11527.5,39.850000000000364
60,Short,2019-03-28,3:16 PM,11443.95,9:18 AM,11459.5,-15.549999999999272
61,Long,2019-03-29,3:16 PM,11572.1,9:18 AM,11617.55,45.44999999999891
62,Long,2019-04-01,3:16 PM,11622.0,9:18 AM,11675.7,53.70000000000073
63,Short,2019-04-02,3:16 PM,11660.25,9:18 AM,11682.55,-22.299999999999272
64,Long,2019-04-03,3:16 PM,11710.6,9:18 AM,11744.5,33.899999999999636
65,Short,2019-04-04,3:16 PM,11641.8,9:18 AM,11660.05,-18.25
66,Long,2019-04-05,3:16 PM,11591.55,9:18 AM,11638.5,46.95000000000073
67,Long,2019-04-08,3:16 PM,11659.0,9:18 AM,11683.95,24.950000000000728
68,Long,2019-04-09,3:16 PM,11606.7,9:18 AM,11578.2,-28.5
69,Long,2019-04-10,3:16 PM,11676.1,9:18 AM,11650.9,-25.200000000000728
70,Short,2019-04-11,3:16 PM,11577.3,9:18 AM,11577.45,-0.1500000000014552
71,Long,2019-04-12,3:16 PM,11594.9,9:18 AM,11619.55,24.649999999999636
72,Short,2019-04-15,3:16 PM,11646.6,9:18 AM,11663.3,-16.69999999999891
73,Short,2019-04-16,3:16 PM,11687.55,9:18 AM,11745.65,-58.100000000000364
74,Short,2019-04-18,3:16 PM,11782.95,9:18 AM,11819.95,-37.0
75,Short,2019-04-22,3:16 PM,11756.75,9:18 AM,11683.15,73.60000000000036
76,Short,2019-04-23,3:16 PM,11593.95,9:18 AM,11619.25,-25.299999999999272
77,Short,2019-04-24,3:16 PM,11582.35,9:18 AM,11611.05,-28.69999999999891
78,Long,2019-04-25,3:16 PM,11730.05,9:18 AM,11717.75,-12.299999999999272
79,Short,2019-04-26,3:16 PM,11636.75,9:18 AM,11691.7,-54.95000000000073
80,Long,2019-04-30,3:16 PM,11752.45,9:18 AM,11739.2,-13.25
81,Long,2019-05-02,3:16 PM,11747.75,9:18 AM,11728.1,-19.649999999999636
82,Short,2019-05-03,3:16 PM,11723.0,9:18 AM,11739.5,-16.5
83,Short,2019-05-06,3:16 PM,11706.85,9:18 AM,11604.9,101.95000000000073
84,Long,2019-05-07,3:16 PM,11596.7,9:18 AM,11639.65,42.94999999999891
85,Short,2019-05-08,3:16 PM,11497.0,9:18 AM,11434.05,62.95000000000073
86,Short,2019-05-09,3:16 PM,11354.75,9:18 AM,11323.2,31.549999999999272
87,Short,2019-05-10,3:16 PM,11302.35,9:18 AM,11329.8,-27.44999999999891
88,Short,2019-05-13,3:16 PM,11282.55,9:18 AM,11253.1,29.44999999999891
89,Short,2019-05-14,3:16 PM,11144.45,9:18 AM,11120.95,23.5
90,Long,2019-05-15,3:16 PM,11240.65,9:18 AM,11253.6,12.950000000000728
91,Short,2019-05-16,3:16 PM,11149.15,9:18 AM,11178.7,-29.55000000000109
92,Long,2019-05-17,3:16 PM,11266.6,9:18 AM,11274.8,8.199999999998909
93,Long,2019-05-20,3:16 PM,11397.35,9:18 AM,11653.8,256.4499999999989
94,Long,2019-05-21,3:16 PM,11823.35,9:18 AM,11864.4,41.04999999999927
95,Long,2019-05-22,3:16 PM,11715.2,9:18 AM,11704.55,-10.650000000001455
96,Long,2019-05-23,3:16 PM,11737.85,9:18 AM,11845.15,107.29999999999927
97,Short,2019-05-24,3:16 PM,11619.0,9:18 AM,11773.65,-154.64999999999964
98,Long,2019-05-27,3:16 PM,11846.1,9:18 AM,11842.45,-3.649999999999636
99,Short,2019-05-28,3:16 PM,11922.65,9:18 AM,11936.3,-13.649999999999636
100,Long,2019-05-29,3:16 PM,11924.9,9:18 AM,11915.6,-9.299999999999272
101,Long,2019-05-30,3:16 PM,11863.8,9:18 AM,11881.65,17.850000000000364
102,Long,2019-05-31,3:16 PM,11944.05,9:18 AM,12009.55,65.5
103,Long,2019-06-03,3:16 PM,11928.25,9:18 AM,11922.9,-5.350000000000364
104,Long,2019-06-04,3:16 PM,12090.0,9:18 AM,12056.3,-33.70000000000073
105,Short,2019-06-06,3:16 PM,12016.55,9:18 AM,11994.4,22.149999999999636
106,Short,2019-06-07,3:16 PM,11847.35,9:18 AM,11850.45,-3.100000000000364
107,Short,2019-06-10,3:16 PM,11856.4,9:18 AM,11955.75,-99.35000000000036
108,Long,2019-06-11,3:16 PM,11916.85,9:18 AM,11939.35,22.5
109,Short,2019-06-12,3:16 PM,11965.7,9:18 AM,11929.2,36.5
110,Long,2019-06-13,3:16 PM,11907.4,9:18 AM,11870.15,-37.25
111,Long,2019-06-14,3:16 PM,11916.2,9:18 AM,11895.0,-21.200000000000728
112,Short,2019-06-17,3:16 PM,11802.8,9:18 AM,11797.95,4.849999999998545
113,Short,2019-06-18,3:16 PM,11660.65,9:18 AM,11706.8,-46.149999999999636
114,Long,2019-06-19,3:16 PM,11703.1,9:18 AM,11771.4,68.29999999999927
115,Long,2019-06-20,3:16 PM,11689.15,9:18 AM,11663.85,-25.299999999999272
116,Long,2019-06-21,3:16 PM,11840.45,9:18 AM,11791.25,-49.20000000000073
117,Short,2019-06-24,3:16 PM,11728.65,9:18 AM,11749.4,-20.75
118,Long,2019-06-25,3:16 PM,11694.4,9:18 AM,11658.25,-36.149999999999636
119,Short,2019-06-26,3:16 PM,11790.1,9:18 AM,11785.15,4.950000000000728
120,Short,2019-06-27,3:16 PM,11844.85,9:18 AM,11866.3,-21.44999999999891
121,Short,2019-06-28,3:16 PM,11840.4,9:18 AM,11857.05,-16.649999999999636
122,Short,2019-07-01,3:16 PM,11787.35,9:18 AM,11844.4,-57.04999999999927
123,Short,2019-07-02,3:16 PM,11864.3,9:18 AM,11872.9,-8.600000000000364
124,Long,2019-07-03,3:16 PM,11914.85,9:18 AM,11903.55,-11.300000000001091
125,Long,2019-07-04,3:16 PM,11913.95,9:18 AM,11937.2,23.25
126,Short,2019-07-05,3:16 PM,11943.1,9:18 AM,11978.25,-35.149999999999636
127,Short,2019-07-08,3:16 PM,11812.5,9:18 AM,11708.75,103.75
128,Long,2019-07-09,3:16 PM,11563.55,9:18 AM,11483.25,-80.29999999999927
129,Long,2019-07-10,3:16 PM,11562.75,9:18 AM,11553.95,-8.799999999999272
130,Short,2019-07-11,3:16 PM,11492.0,9:18 AM,11545.85,-53.850000000000364
131,Short,2019-07-12,3:16 PM,11586.85,9:18 AM,11588.7,-1.8500000000003638
132,Short,2019-07-15,3:16 PM,11546.5,9:18 AM,11581.1,-34.600000000000364
133,Long,2019-07-16,3:16 PM,11588.25,9:18 AM,11580.05,-8.200000000000728
134,Long,2019-07-17,3:16 PM,11666.8,9:18 AM,11663.1,-3.6999999999989086
135,Long,2019-07-18,3:16 PM,11688.3,9:18 AM,11667.55,-20.75
136,Short,2019-07-19,3:16 PM,11592.15,9:18 AM,11632.15,-40.0
137,Short,2019-07-22,3:16 PM,11418.7,9:18 AM,11362.8,55.900000000001455
138,Long,2019-07-23,3:16 PM,11351.1,9:18 AM,11358.85,7.75
139,Short,2019-07-24,3:16 PM,11327.45,9:18 AM,11352.35,-24.899999999999636
140,Long,2019-07-25,3:16 PM,11267.75,9:18 AM,11282.3,14.549999999999272
141,Short,2019-07-26,3:16 PM,11254.1,9:18 AM,11242.4,11.700000000000728
142,Long,2019-07-29,3:16 PM,11284.25,9:18 AM,11281.3,-2.9500000000007276
143,Long,2019-07-30,3:16 PM,11187.05,9:18 AM,11222.35,35.30000000000109
144,Short,2019-07-31,3:16 PM,11078.7,9:18 AM,11027.4,51.30000000000109
145,Long,2019-08-01,3:16 PM,11126.6,9:18 AM,11054.05,-72.55000000000109
146,Long,2019-08-02,3:16 PM,10994.8,9:18 AM,10917.7,-77.09999999999854
147,Long,2019-08-05,3:16 PM,11007.95,9:18 AM,10854.8,-153.15000000000146
148,Long,2019-08-06,3:16 PM,10858.25,9:18 AM,10887.4,29.149999999999636
149,Short,2019-08-07,3:16 PM,10950.95,9:18 AM,10951.5,-0.5499999999992724
150,Short,2019-08-08,3:16 PM,10855.3,9:18 AM,10913.55,-58.25
151,Long,2019-08-09,3:16 PM,11025.4,9:18 AM,11087.25,61.850000000000364
152,Short,2019-08-13,3:16 PM,11107.0,9:18 AM,11072.1,34.899999999999636
153,Short,2019-08-14,3:16 PM,10931.95,9:18 AM,10961.3,-29.349999999998545
154,Long,2019-08-16,3:16 PM,11033.1,9:18 AM,10961.0,-72.10000000000036
155,Long,2019-08-19,3:16 PM,11050.0,9:18 AM,11110.6,60.600000000000364
156,Short,2019-08-20,3:16 PM,11055.3,9:18 AM,11056.3,-1.0
157,Long,2019-08-21,3:16 PM,11016.45,9:18 AM,11007.65,-8.800000000001091
158,Short,2019-08-22,3:16 PM,10916.6,9:18 AM,10897.35,19.25
159,Short,2019-08-23,3:16 PM,10749.3,9:18 AM,10683.0,66.29999999999927
160,Long,2019-08-26,3:16 PM,10826.65,9:18 AM,10941.95,115.30000000000109
161,Long,2019-08-27,3:16 PM,11056.5,9:18 AM,11105.6,49.100000000000364
162,Short,2019-08-28,3:16 PM,11106.85,9:18 AM,11083.75,23.100000000000364
163,Long,2019-08-29,3:16 PM,11042.85,9:18 AM,10987.3,-55.55000000000109
164,Short,2019-08-30,3:16 PM,10942.6,9:18 AM,10977.05,-34.44999999999891
165,Long,2019-09-03,3:16 PM,11021.05,9:18 AM,10930.55,-90.5
166,Short,2019-09-04,3:16 PM,10804.3,9:18 AM,10814.45,-10.150000000001455
167,Long,2019-09-05,3:16 PM,10847.6,9:18 AM,10892.45,44.850000000000364
168,Long,2019-09-06,3:16 PM,10851.35,9:18 AM,10886.7,35.350000000000364
169,Long,2019-09-09,3:16 PM,10948.15,9:18 AM,10905.25,-42.899999999999636
170,Long,2019-09-11,3:16 PM,11002.35,9:18 AM,11017.35,15.0
171,Short,2019-09-12,3:16 PM,11035.55,9:18 AM,11072.5,-36.95000000000073
172,Short,2019-09-13,3:16 PM,10976.0,9:18 AM,10979.3,-3.2999999999992724
173,Long,2019-09-16,3:16 PM,11076.85,9:18 AM,11014.9,-61.95000000000073
174,Long,2019-09-17,3:16 PM,11001.1,9:18 AM,10975.5,-25.600000000000364
175,Short,2019-09-18,3:16 PM,10810.8,9:18 AM,10876.3,-65.5
176,Short,2019-09-19,3:16 PM,10827.8,9:18 AM,10816.1,11.699999999998909
177,Long,2019-09-20,3:16 PM,10710.65,9:18 AM,10716.9,6.25
178,Long,2019-09-23,3:16 PM,11278.5,9:18 AM,11542.45,263.9500000000007
179,Short,2019-09-24,3:16 PM,11602.5,9:18 AM,11587.4,15.100000000000364
180,Short,2019-09-25,3:16 PM,11578.35,9:18 AM,11521.7,56.649999999999636
181,Long,2019-09-26,3:16 PM,11452.45,9:18 AM,11493.15,40.69999999999891
182,Short,2019-09-27,3:16 PM,11566.9,9:18 AM,11531.15,35.75
183,Short,2019-09-30,3:16 PM,11511.7,9:18 AM,11483.45,28.25
184,Long,2019-10-01,3:16 PM,11471.05,9:18 AM,11547.0,75.95000000000073
185,Long,2019-10-03,3:16 PM,11347.7,9:18 AM,11268.85,-78.85000000000036
186,Long,2019-10-04,3:16 PM,11308.9,9:18 AM,11379.5,70.60000000000036
187,Short,2019-10-07,3:16 PM,11168.15,9:18 AM,11180.1,-11.950000000000728
188,Short,2019-10-09,3:16 PM,11119.85,9:18 AM,11119.55,0.3000000000010914
189,Long,2019-10-10,3:16 PM,11313.75,9:18 AM,11278.85,-34.899999999999636
190,Long,2019-10-11,3:16 PM,11232.75,9:18 AM,11294.5,61.75
191,Long,2019-10-14,3:16 PM,11305.35,9:18 AM,11345.05,39.69999999999891
192,Short,2019-10-15,3:16 PM,11322.9,9:18 AM,11363.35,-40.45000000000073
193,Short,2019-10-16,3:16 PM,11427.0,9:18 AM,11464.3,-37.29999999999927
194,Long,2019-10-17,3:16 PM,11472.85,9:18 AM,11457.55,-15.300000000001091
195,Long,2019-10-18,3:16 PM,11587.85,9:18 AM,11563.9,-23.950000000000728
196,Long,2019-10-22,3:16 PM,11663.35,9:18 AM,11683.5,20.149999999999636
197,Short,2019-10-23,3:16 PM,11583.2,9:18 AM,11602.85,-19.649999999999636
198,Long,2019-10-24,3:16 PM,11609.2,9:18 AM,11666.0,56.79999999999927
199,Short,2019-10-25,3:16 PM,11580.8,9:18 AM,11579.4,1.3999999999996362
200,Short,2019-10-30,3:16 PM,11783.35,9:18 AM,11824.6,-41.25
201,Long,2019-10-31,3:16 PM,11838.5,9:18 AM,11893.6,55.100000000000364
202,Long,2019-11-01,3:16 PM,11884.8,9:18 AM,11889.45,4.650000000001455
203,Short,2019-11-04,3:16 PM,11888.8,9:18 AM,11945.55,-56.75
204,Short,2019-11-05,3:16 PM,11941.9,9:18 AM,11954.25,-12.350000000000364
205,Long,2019-11-06,3:16 PM,11916.1,9:18 AM,11883.8,-32.30000000000109
206,Short,2019-11-07,3:16 PM,11963.85,9:18 AM,12000.3,-36.44999999999891
207,Long,2019-11-08,3:16 PM,12011.7,9:18 AM,11975.95,-35.75
208,Short,2019-11-11,3:16 PM,11899.9,9:18 AM,11868.6,31.299999999999272
209,Long,2019-11-13,3:16 PM,11926.35,9:18 AM,11922.5,-3.850000000000364
210,Short,2019-11-14,3:16 PM,11840.95,9:18 AM,11838.85,2.100000000000364
211,Long,2019-11-15,3:16 PM,11872.8,9:18 AM,11907.75,34.95000000000073
212,Short,2019-11-18,3:16 PM,11887.25,9:18 AM,11935.35,-48.100000000000364
213,Short,2019-11-19,3:16 PM,11883.7,9:18 AM,11896.05,-12.349999999998545
214,Long,2019-11-20,3:16 PM,11934.5,9:18 AM,11978.85,44.350000000000364
215,Long,2019-11-21,3:16 PM,12000.75,9:18 AM,12000.7,-0.049999999999272404
216,Short,2019-11-22,3:16 PM,11971.4,9:18 AM,11949.5,21.899999999999636
217,Long,2019-11-25,3:16 PM,11912.8,9:18 AM,11947.4,34.600000000000364
218,Long,2019-11-26,3:16 PM,12075.8,9:18 AM,12121.7,45.900000000001455
219,Short,2019-11-27,3:16 PM,12036.25,9:18 AM,12087.7,-51.45000000000073
220,Long,2019-11-28,3:16 PM,12100.7,9:18 AM,12120.8,20.099999999998545
221,Long,2019-11-29,3:16 PM,12150.85,9:18 AM,12122.5,-28.350000000000364
222,Short,2019-12-02,3:16 PM,12053.5,9:18 AM,12075.5,-22.0
223,Long,2019-12-03,3:16 PM,12046.35,9:18 AM,12026.5,-19.850000000000364
224,Long,2019-12-04,3:16 PM,11994.95,9:18 AM,11959.9,-35.05000000000109
225,Long,2019-12-05,3:16 PM,12044.1,9:18 AM,12067.7,23.600000000000364
226,Long,2019-12-06,3:16 PM,12030.65,9:18 AM,12047.6,16.950000000000728
227,Short,2019-12-09,3:16 PM,11921.2,9:18 AM,11911.05,10.150000000001455
228,Short,2019-12-10,3:16 PM,11937.3,9:18 AM,11932.35,4.949999999998909
229,Short,2019-12-11,3:16 PM,11857.05,9:18 AM,11879.95,-22.900000000001455
230,Long,2019-12-12,3:16 PM,11912.9,9:18 AM,11948.55,35.649999999999636
231,Short,2019-12-13,3:16 PM,11977.4,9:18 AM,12037.0,-59.600000000000364
232,Long,2019-12-16,3:16 PM,12090.55,9:18 AM,12116.25,25.700000000000728
233,Short,2019-12-17,3:16 PM,12052.45,9:18 AM,12080.9,-28.44999999999891
234,Long,2019-12-18,3:16 PM,12163.5,9:18 AM,12180.9,17.399999999999636
235,Short,2019-12-19,3:16 PM,12214.85,9:18 AM,12204.1,10.75
236,Long,2019-12-20,3:16 PM,12261.0,9:18 AM,12268.25,7.25
237,Short,2019-12-23,3:16 PM,12268.4,9:18 AM,12266.0,2.399999999999636
238,Long,2019-12-24,3:16 PM,12269.9,9:18 AM,12267.55,-2.350000000000364
239,Short,2019-12-26,3:16 PM,12212.55,9:18 AM,12209.85,2.6999999999989086
240,Short,2019-12-27,3:16 PM,12129.5,9:18 AM,12173.3,-43.79999999999927
241,Long,2019-12-30,3:16 PM,12247.3,9:18 AM,12277.95,30.650000000001455
242,Long,2019-12-31,3:16 PM,12256.1,9:18 AM,12227.65,-28.450000000000728
243,Short,2020-01-01,3:16 PM,12158.3,9:18 AM,12202.7,-44.400000000001455
244,Long,2020-01-02,3:16 PM,12181.75,9:18 AM,12214.35,32.600000000000364
245,Long,2020-01-03,3:16 PM,12285.6,9:18 AM,12237.85,-47.75
246,Long,2020-01-06,3:16 PM,12231.45,9:18 AM,12138.7,-92.75
247,Long,2020-01-07,3:16 PM,11995.95,9:18 AM,12123.3,127.34999999999854
248,Long,2020-01-08,3:16 PM,12060.95,9:18 AM,11938.05,-122.90000000000146
249,Long,2020-01-09,3:16 PM,12021.2,9:18 AM,12165.75,144.54999999999927
250,Long,2020-01-10,3:16 PM,12216.0,9:18 AM,12257.8,41.79999999999927
251,Long,2020-01-13,3:16 PM,12258.85,9:18 AM,12318.45,59.600000000000364
252,Long,2020-01-14,3:16 PM,12327.95,9:18 AM,12315.4,-12.550000000001091
253,Long,2020-01-15,3:16 PM,12361.4,9:18 AM,12329.75,-31.649999999999636
254,Long,2020-01-16,3:16 PM,12354.4,9:18 AM,12365.4,11.0
255,Long,2020-01-17,3:16 PM,12359.3,9:18 AM,12337.65,-21.649999999999636
256,Short,2020-01-20,3:16 PM,12347.15,9:18 AM,12385.85,-38.70000000000073
257,Short,2020-01-21,3:16 PM,12223.65,9:18 AM,12170.2,53.44999999999891
258,Short,2020-01-22,3:16 PM,12167.6,9:18 AM,12215.65,-48.04999999999927
259,Short,2020-01-23,3:16 PM,12104.25,9:18 AM,12104.0,0.25
260,Long,2020-01-24,3:16 PM,12180.25,9:18 AM,12171.6,-8.649999999999636
261,Short,2020-01-27,3:16 PM,12246.85,9:18 AM,12192.0,54.850000000000364
262,Short,2020-01-28,3:16 PM,12119.3,9:18 AM,12132.7,-13.400000000001455
263,Long,2020-01-29,3:16 PM,12067.5,9:18 AM,12125.45,57.95000000000073
