,date,open,high,low,close,volume
0,2023-05-03 09:15:00+05:30,18113.8,18113.8,18076.1,18081.3,0
1,2023-05-03 09:16:00+05:30,18081.25,18083.65,18072.3,18072.3,0
2,2023-05-03 09:17:00+05:30,18072.85,18072.85,18062.2,18066.1,0
3,2023-05-03 09:18:00+05:30,18065.75,18076.5,18064.35,18076.5,0
4,2023-05-03 09:19:00+05:30,18075.95,18077.1,18071.5,18074.65,0
5,2023-05-03 09:20:00+05:30,18074.8,18074.8,18060.1,18065.2,0
6,2023-05-03 09:21:00+05:30,18064.65,18067.05,18060.35,18063.45,0
7,2023-05-03 09:22:00+05:30,18063.25,18069.65,18060.15,18069.55,0
8,2023-05-03 09:23:00+05:30,18070.95,18073.1,18069.55,18070.05,0
9,2023-05-03 09:24:00+05:30,18069.95,18070.45,18066.95,18068.7,0
10,2023-05-03 09:25:00+05:30,18069.75,18069.75,18050.8,18053.5,0
11,2023-05-03 09:26:00+05:30,18053.3,18059.8,18053.3,18057.65,0
12,2023-05-03 09:27:00+05:30,18058.05,18066.8,18057.7,18064.75,0
13,2023-05-03 09:28:00+05:30,18065.15,18067.85,18063.5,18067.65,0
14,2023-05-03 09:29:00+05:30,18067.45,18070.6,18066.45,18068.55,0
15,2023-05-03 09:30:00+05:30,18069.9,18074.95,18068.35,18068.55,0
16,2023-05-03 09:31:00+05:30,18069.05,18069.05,18056.55,18059.95,0
17,2023-05-03 09:32:00+05:30,18059.3,18066.65,18059.3,18063.35,0
18,2023-05-03 09:33:00+05:30,18064.4,18067.2,18059.15,18063.45,0
19,2023-05-03 09:34:00+05:30,18063.3,18065.55,18061.0,18065.45,0
20,2023-05-03 09:35:00+05:30,18065.3,18074.55,18065.25,18071.05,0
21,2023-05-03 09:36:00+05:30,18071.05,18072.65,18066.3,18072.65,0
22,2023-05-03 09:37:00+05:30,18071.65,18075.8,18070.75,18074.05,0
23,2023-05-03 09:38:00+05:30,18074.25,18075.45,18071.75,18072.75,0
24,2023-05-03 09:39:00+05:30,18072.85,18077.05,18072.85,18076.2,0
25,2023-05-03 09:40:00+05:30,18077.1,18083.85,18074.2,18083.6,0
26,2023-05-03 09:41:00+05:30,18083.7,18086.35,18080.1,18081.5,0
27,2023-05-03 09:42:00+05:30,18082.55,18084.45,18081.2,18082.7,0
28,2023-05-03 09:43:00+05:30,18082.0,18082.6,18077.45,18078.0,0
29,2023-05-03 09:44:00+05:30,18077.6,18078.9,18075.65,18078.9,0
30,2023-05-03 09:45:00+05:30,18077.65,18079.25,18070.9,18071.85,0
31,2023-05-03 09:46:00+05:30,18071.3,18077.45,18070.0,18077.45,0
32,2023-05-03 09:47:00+05:30,18076.8,18078.75,18074.2,18074.2,0
33,2023-05-03 09:48:00+05:30,18073.15,18087.3,18072.65,18087.3,0
34,2023-05-03 09:49:00+05:30,18087.45,18091.2,18085.55,18090.15,0
35,2023-05-03 09:50:00+05:30,18090.45,18092.4,18088.9,18089.45,0
36,2023-05-03 09:51:00+05:30,18088.95,18090.7,18085.65,18086.65,0
37,2023-05-03 09:52:00+05:30,18086.85,18087.7,18085.3,18087.3,0
38,2023-05-03 09:53:00+05:30,18087.05,18087.05,18084.15,18086.55,0
39,2023-05-03 09:54:00+05:30,18086.6,18087.35,18084.7,18085.3,0
40,2023-05-03 09:55:00+05:30,18085.15,18088.25,18083.7,18087.3,0
41,2023-05-03 09:56:00+05:30,18087.4,18087.4,18084.15,18085.05,0
42,2023-05-03 09:57:00+05:30,18085.5,18086.55,18080.55,18083.3,0
43,2023-05-03 09:58:00+05:30,18083.75,18085.55,18082.2,18085.0,0
44,2023-05-03 09:59:00+05:30,18085.05,18089.65,18084.75,18089.65,0
45,2023-05-03 10:00:00+05:30,18089.5,18092.1,18085.75,18087.15,0
46,2023-05-03 10:01:00+05:30,18087.5,18089.8,18087.35,18087.6,0
47,2023-05-03 10:02:00+05:30,18087.9,18088.6,18085.9,18087.25,0
48,2023-05-03 10:03:00+05:30,18087.45,18087.55,18085.8,18087.0,0
49,2023-05-03 10:04:00+05:30,18086.55,18087.3,18083.95,18084.6,0
50,2023-05-03 10:05:00+05:30,18084.15,18085.85,18083.95,18085.3,0
51,2023-05-03 10:06:00+05:30,18085.35,18086.75,18083.35,18083.75,0
52,2023-05-03 10:07:00+05:30,18084.45,18085.05,18081.8,18084.8,0
53,2023-05-03 10:08:00+05:30,18084.1,18085.85,18081.8,18083.7,0
54,2023-05-03 10:09:00+05:30,18084.1,18084.1,18080.0,18081.05,0
55,2023-05-03 10:10:00+05:30,18081.9,18085.5,18081.9,18084.4,0
56,2023-05-03 10:11:00+05:30,18084.3,18084.75,18082.7,18084.05,0
57,2023-05-03 10:12:00+05:30,18083.15,18085.35,18082.65,18084.4,0
58,2023-05-03 10:13:00+05:30,18085.5,18086.55,18084.25,18086.3,0
59,2023-05-03 10:14:00+05:30,18086.5,18086.5,18083.25,18083.55,0
60,2023-05-03 10:15:00+05:30,18083.65,18091.3,18083.65,18089.7,0
61,2023-05-03 10:16:00+05:30,18089.6,18091.3,18088.65,18089.7,0
62,2023-05-03 10:17:00+05:30,18090.05,18091.6,18089.75,18089.95,0
63,2023-05-03 10:18:00+05:30,18090.55,18091.75,18089.5,18091.55,0
64,2023-05-03 10:19:00+05:30,18091.8,18094.35,18091.65,18092.2,0
65,2023-05-03 10:20:00+05:30,18092.1,18092.35,18090.5,18092.35,0
66,2023-05-03 10:21:00+05:30,18091.6,18093.8,18091.0,18093.8,0
67,2023-05-03 10:22:00+05:30,18092.8,18095.9,18092.8,18094.5,0
68,2023-05-03 10:23:00+05:30,18094.55,18094.55,18091.85,18092.5,0
69,2023-05-03 10:24:00+05:30,18092.25,18092.75,18090.7,18092.75,0
70,2023-05-03 10:25:00+05:30,18092.45,18094.1,18092.3,18093.15,0
71,2023-05-03 10:26:00+05:30,18093.15,18094.2,18091.5,18094.15,0
72,2023-05-03 10:27:00+05:30,18094.4,18096.3,18092.25,18092.9,0
73,2023-05-03 10:28:00+05:30,18092.75,18093.4,18089.5,18092.7,0
74,2023-05-03 10:29:00+05:30,18093.0,18093.0,18088.6,18089.3,0
75,2023-05-03 10:30:00+05:30,18089.85,18091.25,18089.3,18090.95,0
76,2023-05-03 10:31:00+05:30,18089.7,18090.7,18089.3,18089.9,0
77,2023-05-03 10:32:00+05:30,18090.4,18095.2,18089.9,18093.35,0
78,2023-05-03 10:33:00+05:30,18093.35,18095.0,18092.5,18093.75,0
79,2023-05-03 10:34:00+05:30,18094.75,18095.65,18093.3,18094.1,0
80,2023-05-03 10:35:00+05:30,18093.3,18096.65,18093.05,18096.3,0
81,2023-05-03 10:36:00+05:30,18096.05,18096.5,18094.2,18094.2,0
82,2023-05-03 10:37:00+05:30,18094.7,18100.5,18093.9,18099.6,0
83,2023-05-03 10:38:00+05:30,18100.4,18101.75,18097.3,18098.35,0
84,2023-05-03 10:39:00+05:30,18097.85,18099.1,18096.7,18098.25,0
85,2023-05-03 10:40:00+05:30,18098.65,18099.8,18097.95,18098.75,0
86,2023-05-03 10:41:00+05:30,18098.25,18101.8,18098.25,18100.8,0
87,2023-05-03 10:42:00+05:30,18100.85,18104.1,18100.1,18103.85,0
88,2023-05-03 10:43:00+05:30,18104.75,18109.45,18104.05,18108.3,0
89,2023-05-03 10:44:00+05:30,18108.3,18110.3,18107.35,18107.65,0
90,2023-05-03 10:45:00+05:30,18107.4,18109.65,18105.85,18105.85,0
91,2023-05-03 10:46:00+05:30,18106.5,18110.65,18106.1,18110.2,0
92,2023-05-03 10:47:00+05:30,18110.2,18112.55,18108.75,18108.95,0
93,2023-05-03 10:48:00+05:30,18109.3,18112.1,18109.3,18111.05,0
94,2023-05-03 10:49:00+05:30,18111.25,18113.5,18110.5,18112.7,0
95,2023-05-03 10:50:00+05:30,18113.55,18116.25,18112.85,18112.9,0
96,2023-05-03 10:51:00+05:30,18112.3,18112.45,18108.1,18108.35,0
97,2023-05-03 10:52:00+05:30,18108.6,18111.9,18108.3,18110.2,0
98,2023-05-03 10:53:00+05:30,18109.7,18109.95,18104.2,18105.4,0
99,2023-05-03 10:54:00+05:30,18105.25,18106.9,18102.75,18105.8,0
100,2023-05-03 10:55:00+05:30,18105.75,18110.0,18105.3,18109.15,0
101,2023-05-03 10:56:00+05:30,18108.9,18109.5,18101.75,18104.95,0
102,2023-05-03 10:57:00+05:30,18104.05,18106.25,18104.0,18106.0,0
103,2023-05-03 10:58:00+05:30,18105.85,18110.65,18105.5,18110.2,0
104,2023-05-03 10:59:00+05:30,18110.7,18112.95,18108.3,18109.05,0
105,2023-05-03 11:00:00+05:30,18109.5,18110.15,18104.75,18105.55,0
106,2023-05-03 11:01:00+05:30,18105.45,18105.45,18101.85,18103.05,0
107,2023-05-03 11:02:00+05:30,18102.65,18103.25,18099.05,18100.1,0
108,2023-05-03 11:03:00+05:30,18100.3,18100.3,18095.5,18095.7,0
109,2023-05-03 11:04:00+05:30,18096.6,18097.15,18091.9,18094.5,0
110,2023-05-03 11:05:00+05:30,18095.0,18096.6,18093.6,18093.75,0
111,2023-05-03 11:06:00+05:30,18094.0,18094.0,18088.3,18089.5,0
112,2023-05-03 11:07:00+05:30,18089.35,18091.35,18088.45,18091.35,0
113,2023-05-03 11:08:00+05:30,18090.65,18095.1,18090.65,18091.5,0
114,2023-05-03 11:09:00+05:30,18090.85,18091.9,18085.95,18086.1,0
115,2023-05-03 11:10:00+05:30,18087.1,18088.3,18085.5,18088.25,0
116,2023-05-03 11:11:00+05:30,18087.7,18088.8,18083.55,18083.8,0
117,2023-05-03 11:12:00+05:30,18084.0,18084.0,18078.55,18080.65,0
118,2023-05-03 11:13:00+05:30,18080.65,18082.85,18080.4,18082.4,0
119,2023-05-03 11:14:00+05:30,18081.65,18082.2,18078.65,18078.9,0
120,2023-05-03 11:15:00+05:30,18078.9,18079.2,18075.4,18076.1,0
121,2023-05-03 11:16:00+05:30,18075.8,18077.55,18073.85,18074.85,0
122,2023-05-03 11:17:00+05:30,18075.0,18079.25,18074.35,18079.2,0
123,2023-05-03 11:18:00+05:30,18079.2,18079.2,18075.85,18076.6,0
124,2023-05-03 11:19:00+05:30,18076.75,18077.0,18072.35,18073.75,0
125,2023-05-03 11:20:00+05:30,18073.9,18079.6,18072.8,18079.45,0
126,2023-05-03 11:21:00+05:30,18078.5,18081.4,18078.05,18080.0,0
127,2023-05-03 11:22:00+05:30,18080.85,18080.85,18078.35,18079.2,0
128,2023-05-03 11:23:00+05:30,18078.95,18083.0,18078.05,18083.0,0
129,2023-05-03 11:24:00+05:30,18082.8,18082.85,18081.35,18082.3,0
130,2023-05-03 11:25:00+05:30,18082.1,18082.15,18079.8,18080.8,0
131,2023-05-03 11:26:00+05:30,18081.05,18082.35,18080.55,18082.2,0
132,2023-05-03 11:27:00+05:30,18082.25,18084.4,18081.55,18083.85,0
133,2023-05-03 11:28:00+05:30,18084.2,18084.2,18081.75,18081.75,0
134,2023-05-03 11:29:00+05:30,18082.3,18084.05,18081.1,18083.45,0
135,2023-05-03 11:30:00+05:30,18083.8,18084.3,18082.6,18083.4,0
136,2023-05-03 11:31:00+05:30,18083.3,18083.3,18080.55,18082.0,0
137,2023-05-03 11:32:00+05:30,18082.15,18084.1,18081.05,18084.1,0
138,2023-05-03 11:33:00+05:30,18084.4,18084.95,18082.85,18084.95,0
139,2023-05-03 11:34:00+05:30,18085.4,18086.35,18084.1,18086.05,0
140,2023-05-03 11:35:00+05:30,18085.5,18087.55,18083.35,18083.4,0
141,2023-05-03 11:36:00+05:30,18084.35,18084.55,18080.7,18082.2,0
142,2023-05-03 11:37:00+05:30,18082.25,18085.45,18081.8,18085.45,0
143,2023-05-03 11:38:00+05:30,18085.55,18087.0,18083.1,18083.1,0
144,2023-05-03 11:39:00+05:30,18082.9,18082.9,18079.0,18079.45,0
145,2023-05-03 11:40:00+05:30,18078.85,18078.95,18076.8,18078.95,0
146,2023-05-03 11:41:00+05:30,18078.3,18078.9,18076.45,18077.75,0
147,2023-05-03 11:42:00+05:30,18078.1,18078.1,18075.8,18076.25,0
148,2023-05-03 11:43:00+05:30,18076.65,18076.65,18071.95,18072.0,0
149,2023-05-03 11:44:00+05:30,18071.6,18072.35,18069.45,18070.55,0
150,2023-05-03 11:45:00+05:30,18070.45,18071.65,18067.95,18068.55,0
151,2023-05-03 11:46:00+05:30,18068.85,18069.15,18067.75,18068.6,0
152,2023-05-03 11:47:00+05:30,18068.6,18068.6,18063.4,18067.5,0
153,2023-05-03 11:48:00+05:30,18067.4,18070.35,18066.45,18070.35,0
154,2023-05-03 11:49:00+05:30,18070.95,18073.4,18069.75,18071.4,0
155,2023-05-03 11:50:00+05:30,18071.65,18073.2,18069.65,18073.2,0
156,2023-05-03 11:51:00+05:30,18073.05,18073.55,18071.8,18073.4,0
157,2023-05-03 11:52:00+05:30,18073.05,18078.3,18072.65,18077.75,0
158,2023-05-03 11:53:00+05:30,18077.75,18077.75,18074.9,18075.2,0
159,2023-05-03 11:54:00+05:30,18075.25,18076.35,18074.5,18076.25,0
160,2023-05-03 11:55:00+05:30,18076.45,18077.2,18074.95,18075.4,0
161,2023-05-03 11:56:00+05:30,18075.6,18076.0,18070.85,18071.8,0
162,2023-05-03 11:57:00+05:30,18073.1,18079.15,18071.95,18079.1,0
163,2023-05-03 11:58:00+05:30,18079.75,18079.8,18077.7,18079.0,0
164,2023-05-03 11:59:00+05:30,18078.65,18079.75,18076.75,18079.5,0
165,2023-05-03 12:00:00+05:30,18079.65,18082.75,18078.8,18080.75,0
166,2023-05-03 12:01:00+05:30,18081.0,18081.05,18078.8,18080.3,0
167,2023-05-03 12:02:00+05:30,18080.25,18082.35,18079.9,18082.35,0
168,2023-05-03 12:03:00+05:30,18082.35,18083.05,18079.05,18080.25,0
169,2023-05-03 12:04:00+05:30,18080.8,18083.7,18080.4,18083.15,0
170,2023-05-03 12:05:00+05:30,18083.25,18084.25,18082.35,18083.2,0
171,2023-05-03 12:06:00+05:30,18083.35,18083.85,18082.65,18083.65,0
172,2023-05-03 12:07:00+05:30,18083.75,18083.75,18080.8,18082.15,0
173,2023-05-03 12:08:00+05:30,18082.45,18082.45,18077.45,18078.35,0
174,2023-05-03 12:09:00+05:30,18077.9,18077.9,18073.0,18073.35,0
175,2023-05-03 12:10:00+05:30,18073.7,18075.25,18071.95,18074.95,0
176,2023-05-03 12:11:00+05:30,18074.7,18075.15,18072.65,18073.1,0
177,2023-05-03 12:12:00+05:30,18073.45,18073.45,18070.3,18072.1,0
178,2023-05-03 12:13:00+05:30,18072.35,18072.35,18070.25,18070.9,0
179,2023-05-03 12:14:00+05:30,18070.75,18070.75,18068.05,18069.55,0
180,2023-05-03 12:15:00+05:30,18069.1,18070.6,18068.15,18068.65,0
181,2023-05-03 12:16:00+05:30,18068.35,18072.05,18067.9,18071.85,0
182,2023-05-03 12:17:00+05:30,18071.5,18071.5,18067.2,18067.2,0
183,2023-05-03 12:18:00+05:30,18068.15,18068.75,18067.1,18068.1,0
184,2023-05-03 12:19:00+05:30,18068.2,18068.2,18066.7,18066.7,0
185,2023-05-03 12:20:00+05:30,18067.55,18068.35,18066.05,18067.55,0
186,2023-05-03 12:21:00+05:30,18067.75,18069.85,18066.65,18068.25,0
187,2023-05-03 12:22:00+05:30,18068.6,18068.6,18065.45,18065.45,0
188,2023-05-03 12:23:00+05:30,18065.25,18065.8,18062.8,18063.85,0
189,2023-05-03 12:24:00+05:30,18063.0,18065.15,18061.65,18065.15,0
190,2023-05-03 12:25:00+05:30,18064.9,18065.15,18061.3,18064.05,0
191,2023-05-03 12:26:00+05:30,18064.5,18069.9,18064.5,18069.9,0
192,2023-05-03 12:27:00+05:30,18070.25,18071.5,18069.2,18070.95,0
193,2023-05-03 12:28:00+05:30,18071.45,18071.45,18065.85,18067.5,0
194,2023-05-03 12:29:00+05:30,18067.9,18071.1,18066.9,18071.1,0
195,2023-05-03 12:30:00+05:30,18071.35,18071.8,18067.45,18071.8,0
196,2023-05-03 12:31:00+05:30,18071.95,18076.9,18071.7,18076.05,0
197,2023-05-03 12:32:00+05:30,18076.95,18076.95,18074.9,18076.35,0
198,2023-05-03 12:33:00+05:30,18076.5,18079.55,18076.15,18078.2,0
199,2023-05-03 12:34:00+05:30,18078.35,18080.5,18077.35,18079.5,0
200,2023-05-03 12:35:00+05:30,18079.8,18080.95,18079.15,18080.2,0
201,2023-05-03 12:36:00+05:30,18079.9,18084.3,18079.9,18080.3,0
202,2023-05-03 12:37:00+05:30,18079.85,18085.65,18079.5,18084.9,0
203,2023-05-03 12:38:00+05:30,18085.4,18085.4,18079.15,18080.1,0
204,2023-05-03 12:39:00+05:30,18079.45,18080.5,18074.2,18074.6,0
205,2023-05-03 12:40:00+05:30,18074.85,18078.05,18072.6,18077.2,0
206,2023-05-03 12:41:00+05:30,18076.4,18077.0,18074.25,18076.15,0
207,2023-05-03 12:42:00+05:30,18076.15,18076.15,18072.4,18075.0,0
208,2023-05-03 12:43:00+05:30,18075.3,18076.15,18073.9,18074.95,0
209,2023-05-03 12:44:00+05:30,18074.75,18075.5,18073.35,18074.95,0
210,2023-05-03 12:45:00+05:30,18075.1,18077.15,18074.7,18076.8,0
211,2023-05-03 12:46:00+05:30,18077.15,18082.1,18076.9,18082.1,0
212,2023-05-03 12:47:00+05:30,18082.15,18083.5,18080.4,18083.4,0
213,2023-05-03 12:48:00+05:30,18083.8,18085.6,18083.15,18085.6,0
214,2023-05-03 12:49:00+05:30,18085.7,18089.4,18084.2,18089.4,0
215,2023-05-03 12:50:00+05:30,18089.9,18091.55,18088.3,18091.05,0
216,2023-05-03 12:51:00+05:30,18092.05,18092.05,18088.25,18088.6,0
217,2023-05-03 12:52:00+05:30,18089.75,18090.15,18087.8,18089.4,0
218,2023-05-03 12:53:00+05:30,18090.1,18090.9,18088.8,18089.9,0
219,2023-05-03 12:54:00+05:30,18090.25,18090.4,18086.3,18088.35,0
220,2023-05-03 12:55:00+05:30,18088.2,18088.2,18084.6,18085.55,0
221,2023-05-03 12:56:00+05:30,18086.05,18086.1,18083.2,18085.8,0
222,2023-05-03 12:57:00+05:30,18085.5,18087.2,18083.4,18087.2,0
223,2023-05-03 12:58:00+05:30,18087.25,18087.95,18085.3,18087.6,0
224,2023-05-03 12:59:00+05:30,18087.3,18087.3,18081.7,18083.4,0
225,2023-05-03 13:00:00+05:30,18082.7,18086.7,18081.6,18086.7,0
226,2023-05-03 13:01:00+05:30,18086.6,18092.45,18085.0,18092.45,0
227,2023-05-03 13:02:00+05:30,18092.55,18093.5,18089.65,18090.5,0
228,2023-05-03 13:03:00+05:30,18089.1,18092.35,18087.95,18091.55,0
229,2023-05-03 13:04:00+05:30,18091.6,18092.05,18088.35,18089.7,0
230,2023-05-03 13:05:00+05:30,18089.2,18092.85,18088.65,18092.85,0
231,2023-05-03 13:06:00+05:30,18093.05,18094.95,18091.95,18092.5,0
232,2023-05-03 13:07:00+05:30,18092.25,18092.6,18089.9,18091.2,0
233,2023-05-03 13:08:00+05:30,18090.8,18092.45,18089.3,18092.45,0
234,2023-05-03 13:09:00+05:30,18092.05,18092.05,18087.6,18088.1,0
235,2023-05-03 13:10:00+05:30,18088.1,18088.1,18082.4,18083.35,0
236,2023-05-03 13:11:00+05:30,18082.95,18083.25,18079.85,18081.15,0
237,2023-05-03 13:12:00+05:30,18081.25,18081.45,18079.35,18080.0,0
238,2023-05-03 13:13:00+05:30,18080.05,18080.25,18076.6,18078.6,0
239,2023-05-03 13:14:00+05:30,18078.4,18080.2,18077.9,18078.85,0
240,2023-05-03 13:15:00+05:30,18077.9,18078.15,18075.5,18075.5,0
241,2023-05-03 13:16:00+05:30,18075.8,18077.85,18073.6,18074.0,0
242,2023-05-03 13:17:00+05:30,18074.1,18081.7,18074.1,18081.7,0
243,2023-05-03 13:18:00+05:30,18081.55,18085.55,18080.65,18084.6,0
244,2023-05-03 13:19:00+05:30,18085.6,18088.45,18084.6,18087.55,0
245,2023-05-03 13:20:00+05:30,18087.65,18091.0,18086.7,18090.85,0
246,2023-05-03 13:21:00+05:30,18091.1,18092.3,18090.05,18090.6,0
247,2023-05-03 13:22:00+05:30,18090.8,18090.8,18085.85,18086.2,0
248,2023-05-03 13:23:00+05:30,18086.1,18086.1,18080.6,18084.75,0
249,2023-05-03 13:24:00+05:30,18085.05,18087.1,18084.7,18086.45,0
250,2023-05-03 13:25:00+05:30,18086.7,18093.95,18086.2,18093.95,0
251,2023-05-03 13:26:00+05:30,18094.05,18100.45,18093.8,18100.45,0
252,2023-05-03 13:27:00+05:30,18100.2,18100.5,18096.3,18096.3,0
253,2023-05-03 13:28:00+05:30,18097.05,18097.9,18095.55,18095.55,0
254,2023-05-03 13:29:00+05:30,18095.25,18096.7,18092.65,18092.65,0
255,2023-05-03 13:30:00+05:30,18091.4,18093.95,18088.8,18093.95,0
256,2023-05-03 13:31:00+05:30,18094.3,18096.8,18092.5,18092.8,0
257,2023-05-03 13:32:00+05:30,18093.75,18093.75,18083.05,18086.7,0
258,2023-05-03 13:33:00+05:30,18087.2,18088.4,18084.15,18085.85,0
259,2023-05-03 13:34:00+05:30,18086.0,18086.25,18080.95,18083.35,0
260,2023-05-03 13:35:00+05:30,18082.7,18082.9,18078.8,18081.9,0
261,2023-05-03 13:36:00+05:30,18080.3,18083.8,18080.25,18082.75,0
262,2023-05-03 13:37:00+05:30,18082.15,18083.05,18081.05,18081.75,0
263,2023-05-03 13:38:00+05:30,18082.0,18083.35,18081.0,18082.0,0
264,2023-05-03 13:39:00+05:30,18082.05,18082.05,18078.3,18078.85,0
265,2023-05-03 13:40:00+05:30,18078.6,18081.25,18077.6,18080.6,0
266,2023-05-03 13:41:00+05:30,18080.35,18082.7,18079.5,18080.85,0
267,2023-05-03 13:42:00+05:30,18081.75,18081.75,18077.3,18079.1,0
268,2023-05-03 13:43:00+05:30,18078.9,18079.3,18074.25,18075.35,0
269,2023-05-03 13:44:00+05:30,18074.35,18078.4,18070.8,18078.4,0
270,2023-05-03 13:45:00+05:30,18078.65,18080.75,18078.1,18079.75,0
271,2023-05-03 13:46:00+05:30,18080.05,18080.55,18077.65,18079.9,0
272,2023-05-03 13:47:00+05:30,18080.45,18081.1,18077.6,18079.05,0
273,2023-05-03 13:48:00+05:30,18078.8,18081.9,18078.25,18081.3,0
274,2023-05-03 13:49:00+05:30,18082.1,18082.1,18072.35,18073.85,0
275,2023-05-03 13:50:00+05:30,18073.2,18073.25,18066.4,18067.3,0
276,2023-05-03 13:51:00+05:30,18066.65,18067.75,18065.25,18066.15,0
277,2023-05-03 13:52:00+05:30,18066.35,18068.65,18063.55,18068.55,0
278,2023-05-03 13:53:00+05:30,18068.3,18069.15,18062.95,18063.5,0
279,2023-05-03 13:54:00+05:30,18063.2,18063.2,18048.15,18050.8,0
280,2023-05-03 13:55:00+05:30,18050.05,18052.2,18045.15,18048.35,0
281,2023-05-03 13:56:00+05:30,18047.95,18049.55,18043.35,18049.55,0
282,2023-05-03 13:57:00+05:30,18049.15,18056.3,18049.15,18056.3,0
283,2023-05-03 13:58:00+05:30,18056.45,18059.7,18056.3,18057.55,0
284,2023-05-03 13:59:00+05:30,18057.95,18057.95,18054.75,18055.95,0
285,2023-05-03 14:00:00+05:30,18055.45,18059.85,18053.95,18059.7,0
286,2023-05-03 14:01:00+05:30,18059.55,18061.65,18058.7,18060.15,0
287,2023-05-03 14:02:00+05:30,18060.85,18065.75,18059.5,18065.75,0
288,2023-05-03 14:03:00+05:30,18065.55,18065.55,18059.25,18063.45,0
289,2023-05-03 14:04:00+05:30,18065.9,18074.2,18065.9,18071.75,0
290,2023-05-03 14:05:00+05:30,18072.1,18072.1,18066.35,18071.15,0
291,2023-05-03 14:06:00+05:30,18071.45,18074.0,18069.9,18071.15,0
292,2023-05-03 14:07:00+05:30,18071.35,18072.3,18069.25,18069.3,0
293,2023-05-03 14:08:00+05:30,18070.25,18071.5,18065.75,18067.5,0
294,2023-05-03 14:09:00+05:30,18067.95,18067.95,18060.4,18067.95,0
295,2023-05-03 14:10:00+05:30,18068.6,18073.2,18066.15,18066.85,0
296,2023-05-03 14:11:00+05:30,18066.3,18068.25,18062.1,18066.9,0
297,2023-05-03 14:12:00+05:30,18066.75,18069.35,18063.5,18068.15,0
298,2023-05-03 14:13:00+05:30,18068.4,18069.25,18065.15,18069.15,0
299,2023-05-03 14:14:00+05:30,18069.6,18069.6,18065.6,18069.0,0
300,2023-05-03 14:15:00+05:30,18069.35,18069.85,18065.35,18067.55,0
301,2023-05-03 14:16:00+05:30,18067.45,18068.75,18065.7,18067.6,0
